,Unnamed: 0,Setor,Subsetor,Produto,Quantidade (Kg) - jan. /2020,Valor (US$) - jan. / 2020,Quantidade (Kg) - fev. / 2020,Valor (US$) - fev. / 2020,Quantidade (Kg) mar. / 2020,Valor (US$) mar. / 2020,Quantidade (Kg) abr. / 2020,Valor (US$) abr. / 2020,Quantidade (Kg) mai. / 2020,Valor (US$) mai. / 2020,Quantidade (Kg) jun. / 2020,Valor (US$) jun. / 2020,Quantidade (Kg) jul. / 2020,Valor (US$) jul. / 2020,Quantidade (Kg) ago. / 2020,Valor (US$) ago. / 2020,Quantidade (Kg) set. / 2020,Valor (US$) set. / 2020,Quantidade (Kg) out. / 2020,Valor (US$) out. / 2020,Quantidade (Kg) nov. / 2020,Valor (US$) nov. / 2020,Quantidade (Kg) dez. / 2020 ,Valor (US$) dez. / 2020
86,86,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,SEMENTES DE COENTRO,116,533,131,790,11.689,4.726,155,779,70,754,79,543,111,620,98,486,67,356,32.109,51.780,58,324,1.135,5.872
87,87,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,SEMENTES DE COMINHO,22.612,33.044,73,492,90,452,124,863,11.352,33.118,5.078,19.836,3.085,6.160,177,1.117,103,814,89,642,135,786,123,921
88,88,COMPLEXO SOJA,FARELO DE SOJA,FARELO DE SOJA,1.016.336.297,350.420.810,765.893.628,257.006.733,1.516.523.023,521.595.066,1.669.938.084,553.252.346,1.881.002.025,642.473.311,1.633.794.497,554.481.745,1.713.632.117,569.994.193,1.481.608.308,493.271.088,1.571.390.839,542.103.102,1.351.124.137,490.824.396,1.392.035.891,545.910.089,944.860.361,388.210.107
89,89,COMPLEXO SOJA,OLEO DE SOJA,DEMAIS OLEOS DE SOJA,34.632,10.104,54,57,80.181,84.476,602,820,16.805,33.225,36,224,50.288,61.370,68.670,51.997,320,454,30,104,662,832,3.600,5.178
90,90,COMPLEXO SOJA,OLEO DE SOJA,OLEO DE SOJA EM BRUTO,12.622.560,9.879.819,53.670.263,41.554.205,102.411.824,72.108.257,116.842.338,72.934.454,113.172.072,67.026.103,277.272.285,168.365.602,112.900.891,68.927.498,68.551.537,43.215.043,22.729.423,13.226.039,27.056.636,18.527.708,8.168.422,5.233.947,13.264.881,8.973.085
91,91,COMPLEXO SOJA,OLEO DE SOJA,OLEO DE SOJA REFINADO,8.650.418,9.221.231,8.761.100,9.332.010,13.753.079,13.228.741,15.926.676,13.991.122,20.375.908,17.489.201,19.660.149,18.195.062,27.170.801,23.283.340,23.901.978,20.969.440,14.162.757,14.498.569,12.488.892,12.201.843,7.921.262,8.331.500,8.022.559,10.455.846
92,92,COMPLEXO SOJA,SOJA EM GR�OS,SOJA EM GR�OS,1.397.018.249,504.774.218,4.833.963.765,1.692.755.740,10.853.230.037,3.742.530.966,14.854.933.923,5.030.997.510,14.108.152.631,4.700.002.060,12.741.608.341,4.295.970.036,9.954.723.914,3.458.453.800,5.833.571.022,2.061.561.399,4.259.307.186,1.555.922.999,2.422.070.300,885.359.451,1.435.614.815,528.627.565,274.047.840,103.631.829
93,93,COMPLEXO SUCROALCOOLEIRO,A��CAR DE CANA OU BETERRABA,A��CAR DE BETERRABA EM BRUTO,605,544,503,400,480,370,348,320,342,365,974,666,1.042,1.029,777,698,687,553,276,242,481,465,1.129,1.057
94,94,COMPLEXO SUCROALCOOLEIRO,A��CAR DE CANA OU BETERRABA,A��CAR DE CANA EM BRUTO,1.403.850.736,396.011.971,1.100.920.241,315.366.402,1.210.270.312,349.189.300,1.294.514.534,369.949.849,2.181.334.105,583.142.037,2.412.738.707,631.682.850,2.767.181.703,738.386.437,2.731.123.336,725.585.533,3.023.130.532,829.441.888,3.529.073.851,991.226.917,2.509.628.685,723.453.660,2.511.233.287,727.295.328
95,95,COMPLEXO SUCROALCOOLEIRO,A��CAR DE CANA OU BETERRABA,A��CAR REFINADO,193.957.125,74.699.352,189.445.799,68.628.394,203.243.498,70.883.222,217.450.999,73.155.957,394.558.765,130.882.885,293.983.097,99.986.634,522.112.206,172.162.775,405.043.719,138.435.291,362.434.479,122.533.662,420.062.874,144.093.341,391.081.723,134.763.011,367.389.154,133.224.278
96,96,COMPLEXO SUCROALCOOLEIRO,�LCOOL,�LCOOL ET�LICO,62.486.036,43.079.120,122.098.885,86.383.207,55.599.616,41.944.915,64.392.301,45.827.821,122.161.956,57.195.766,227.755.242,114.049.378,241.829.925,128.533.036,265.991.682,136.671.063,231.965.530,120.794.565,300.099.845,165.350.845,250.555.356,140.297.593,194.153.596,111.395.234
97,97,COMPLEXO SUCROALCOOLEIRO,DEMAIS A��CARES,DEMAIS A��CARES,2.701.022,1.170.521,3.365.845,1.275.830,3.084.091,1.253.774,2.790.647,1.288.486,7.585.641,2.225.432,7.386.826,1.855.507,1.190.584,580.871,2.840.117,1.308.050,2.395.362,951.239,1.703.959,728.250,2.792.080,1.148.913,2.043.679,887.641
98,98,COMPLEXO SUCROALCOOLEIRO,DEMAIS A��CARES,MELA�OS,516,761,340,701,1.106,1.693,969,1.601,598,529,1.397,2.601,896,1.138,1.051,2.228,1.225,1.382,2.703,2.436,861,1.717,353,1.417
99,99,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"COUROS/PELES DE BOVINOS, CRUST",818.825,8.143.211,1.005.015,9.854.056,1.094.826,9.123.344,676.203,6.678.108,735.446,7.134.485,671.529,6.121.047,761.796,7.401.128,872.707,7.408.138,718.000,6.288.317,751.989,6.825.157,1.075.507,9.243.484,1.080.247,10.524.527
100,100,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE",,,33.585,4.242,,,32.425,3.230,16.975,1.898,17.807,3.705,,,16.690,1.463,,,,,121.080,81.654,198,4.780
101,101,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"COUROS/PELES DE BOVINOS OU EQU�DEOS, EM BRUTO",535.230,194.051,748.662,250.198,713.300,272.103,772.723,287.292,1.198.385,360.134,2.180.885,472.906,2.355.717,515.387,2.133.639,468.719,1.104.042,527.450,1.291.715,586.847,1.520.563,376.961,1.055.501,502.673
102,102,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"COUROS/PELES DE BOVINOS, PREPARADOS",4.276.991,46.296.282,5.095.195,59.087.185,5.363.189,60.706.273,3.699.038,42.186.479,2.666.391,27.183.345,2.126.300,24.295.851,3.057.593,34.798.299,4.290.983,46.502.695,4.314.095,46.636.032,4.999.224,52.966.392,5.046.074,55.332.674,5.508.653,60.715.913
103,103,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"COUROS/PELES DE EQU�DEOS, CRUST",,,,,,,,,,,609,6.444,,,,,1.272,4.699,,,3.893,24.639,771,973
104,104,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"COUROS/PELES DE EQU�DEOS, CURTIDO",25.180,31.106,,,,,41.160,29.671,,,120.593,71.395,52.469,32.063,,,54.772,42.328,14.162,19.050,2.712,3.288,,
105,105,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"COUROS/PELES DE EQU�DEOS, PREPARADOS",,,7.844,53.774,4,20,,,,,3.705,22.324,,,7.983,54.917,1.639,16.804,,,14,143,414,6.797
106,106,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQU�DEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO",33.757.292,25.903.821,34.098.796,27.654.346,30.148.336,25.177.237,24.747.113,20.194.723,23.948.389,19.703.245,21.755.886,16.664.120,31.837.354,22.574.315,35.000.513,23.993.095,39.572.279,28.656.465,36.597.215,29.269.927,39.409.108,34.875.798,32.758.828,30.484.139
107,107,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"COUROS/PELES DE CAPRINOS, CRUST",,,99,2.793,,,,,,,1.025,27.891,,,,,7.986,115.980,,,,,,
108,108,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"COUROS/PELES DE CAPRINOS, CURTIDOS, WET BLUE",1.008,4.496,,,,,,,,,6.091,28.754,,,,,,,,,,,,
109,109,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"COUROS/PELES DE CAPRINOS, PREPARADOS",256,8.236,17,331,6.567,54.172,897,13.954,50,10.332,,,38,6.374,535,2.580,276,14.091,3.782,59.573,6.800,121.526,2.480,58.577
110,110,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OUTROS ANIMAIS,"COUROS/PELES DE OUTROS ANIMAIS, EM BRUTO",,,,,226,22.000,,,,,,,,,10.620,61.200,,,11.110,65.660,,,,
111,111,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OUTROS ANIMAIS,"COUROS/PELES DE OUTROS ANIMAIS, PREPARADOS",1.622,354.887,2.068,501.424,2.555,546.157,342,66.714,718,157.202,441,93.995,1.575,368.400,691,172.500,2.299,463.347,1.957,366.112,1.373,296.665,1.329,259.521
112,112,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, CRUST",5.371,226.905,5.996,199.734,7.277,253.150,4.712,71.261,3.280,114.928,5.889,165.773,409,12.976,4.095,106.470,13.998,467.132,9.021,280.020,19.169,525.315,1.009,32.186
113,113,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, CURTIDO, WET BLUE",8.822,43.453,9.621,38.950,,,3.019,21.245,10.413,114.084,3.046,35.132,5.010,52.368,8.216,103.000,5.251,63.060,7.097,73.575,,,9.364,107.687
114,114,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, PREPARADOS",511,30.017,111,6.357,338,11.483,,,129,5.169,1.456,45.332,58,1.693,31,3.003,857,74.237,729,21.299,5.622,163.537,4.663,104.764
115,115,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE R�PTEIS,"COUROS/PELES DE R�PTEIS, CURTIDOS OU CRUST",0,478,4,384,,,,,,,,,20,1.370,,,,,,,,,,
116,116,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE R�PTEIS,"COUROS/PELES DE R�PTEIS, EM BRUTO",,,,,5,7,,,,,,,,,,,2.234,56.153,,,,,,
117,117,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE R�PTEIS,"COUROS/PELES DE R�PTEIS, PREPARADOS",,,,,,,,,,,,,128,24.500,,,,,,,,,,
118,118,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE SU�NOS,"COUROS/PELES DE SU�NOS, PREPARADOS",,,,,5.312,30.878,,,,,,,,,,,,,,,,,,
119,119,"COUROS, PRODUTOS DE COURO E PELETERIA",OUTROS COUROS E PELES,COUROS/PELES ACAMUR�ADOS,45.652,346.726,24.220,210.473,66.192,583.739,32.205,259.893,40.485,347.537,26.214,210.643,9.562,155.169,47.412,459.158,21.261,189.743,55.166,430.684,68.860,534.894,50.892,367.122
120,120,"COUROS, PRODUTOS DE COURO E PELETERIA",OUTROS COUROS E PELES,COUROS/PELES ENVERNIZADOS OU REVESTIDOS,2.743,62.006,3.584,98.851,4.637,128.840,441,12.980,1.741,34.254,3.125,77.652,9.140,139.037,2.102,32.659,1.047,28.495,2.236,67.792,3.689,59.624,732,23.677
121,121,"COUROS, PRODUTOS DE COURO E PELETERIA",OUTROS COUROS E PELES,COUROS/PELES METALIZADOS,242,7.469,1.979,64.733,1.726,53.426,656,20.359,504,16.201,636,16.662,2.127,52.431,518,17.854,1.035,36.493,3.111,104.582,9.327,288.300,1.354,48.533
122,122,"COUROS, PRODUTOS DE COURO E PELETERIA",OUTROS COUROS E PELES,COUROS/PELES RECONSTITU�DOS,,,3.911,12.749,502,1.283,4.761,26.508,,,,,16.708,61.101,13.448,62.219,,,7.400,15.099,15.214,58.079,15.872,66.376
123,123,"COUROS, PRODUTOS DE COURO E PELETERIA",OUTROS COUROS E PELES,DESPERD�CIOS DE COUROS/PELES,36.110,15.714,29.000,9.922,48.409,33.824,28.200,9.866,2.000,1.168,,,5.287,8.602,15.305,15.440,22.290,6.586,37.632,12.870,41.587,18.061,18.036,21.542
124,124,"COUROS, PRODUTOS DE COURO E PELETERIA",PRODUTOS DE COURO E PELETERIA,CAL�ADOS DE COURO,1.010.833,33.436.922,781.402,25.035.494,819.455,24.945.991,246.365,6.929.200,415.018,11.294.537,610.802,16.167.601,699.532,19.281.847,780.543,21.865.955,652.003,17.150.941,476.937,13.481.576,629.091,15.502.686,799.850,21.691.601
125,125,"COUROS, PRODUTOS DE COURO E PELETERIA",PRODUTOS DE COURO E PELETERIA,DEMAIS PRODUTOS DE COURO,66.452,1.368.808,73.741,1.347.106,49.363,904.470,87.546,717.719,86.210,795.666,71.952,691.669,95.352,1.113.599,62.756,735.895,77.364,1.177.580,88.410,1.212.142,76.292,760.500,79.077,1.612.700
126,126,"COUROS, PRODUTOS DE COURO E PELETERIA",PRODUTOS DE COURO E PELETERIA,PELETERIA,113.324,2.102.420,123.624,2.672.029,165.507,3.218.542,93.469,1.927.867,89.232,1.613.631,126.989,2.278.749,147.947,2.571.623,213.749,3.300.936,221.627,3.593.860,192.512,2.936.455,235.354,3.899.733,267.951,4.192.832
127,127,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"ALBUMINA, GELATINAS E OUTRAS SUBST�NCIAS PROTEICAS",ALBUMINAS,36,38,10.001,9.483,10.159,10.507,3,240,4,26,9,182,22.425,105.336,164,1.114,23.825,114.769,23.410,111.181,24.646,128.100,20.646,100.386
128,128,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"ALBUMINA, GELATINAS E OUTRAS SUBST�NCIAS PROTEICAS",CASEINAS E CASEINATOS,40,1.118,400,3.650,40,1.037,,,5,130,20,559,,,,,,,200,1.776,50,1.355,,
129,129,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"ALBUMINA, GELATINAS E OUTRAS SUBST�NCIAS PROTEICAS",GELATINAS,4.356.540,26.874.129,4.043.729,24.577.140,4.125.516,25.963.780,3.780.650,22.827.269,5.383.160,33.106.625,3.994.373,26.182.213,5.316.727,34.928.952,4.997.849,30.206.146,4.802.047,30.640.722,4.415.585,26.648.798,4.705.024,27.329.485,4.110.179,24.967.407
130,130,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"ALBUMINA, GELATINAS E OUTRAS SUBST�NCIAS PROTEICAS",OUTRAS SUBST�NCIAS PROTEICAS,3.419.354,10.455.893,3.475.670,8.629.161,3.938.529,14.763.787,3.927.631,10.167.884,3.640.358,12.772.389,3.713.642,11.933.374,4.153.886,12.951.043,4.158.237,13.830.002,4.204.387,14.044.017,3.303.441,12.545.260,3.701.171,10.696.565,3.937.302,14.658.889
131,131,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"ALBUMINA, GELATINAS E OUTRAS SUBST�NCIAS PROTEICAS",PEPTONAS E SEUS DERIVADOS,121.246,1.088.117,183.715,1.348.437,170.726,1.496.499,167.080,1.478.930,197.620,1.756.831,76.820,856.765,153.228,1.291.657,123.070,1.452.731,157.960,1.618.038,100.833,904.854,241.713,2.147.135,103.068,844.153
132,132,DEMAIS PRODUTOS DE ORIGEM ANIMAL,GORDURAS e OLEOS DE ORIGEM ANIMAL,GORDURAS DE PORCO,265.172,317.336,208.531,235.225,235.428,289.572,284.874,294.290,499.250,522.559,206.263,210.605,265.328,301.496,225.462,244.778,287.094,325.564,169.047,180.353,189.062,221.372,192.738,251.626
133,133,DEMAIS PRODUTOS DE ORIGEM ANIMAL,GORDURAS e OLEOS DE ORIGEM ANIMAL,OUTRAS GORDURAS E OLEOS DE ORIGEM ANIMAL,225.609,222.287,160.754,362.698,338.869,539.107,301.302,627.839,554.803,778.503,659.889,768.780,451.537,505.948,373.078,529.343,553.628,583.405,407.482,395.482,567.657,738.071,429.075,522.513
134,134,DEMAIS PRODUTOS DE ORIGEM ANIMAL,GORDURAS e OLEOS DE ORIGEM ANIMAL,SEBO BOVINO,271.861,686.613,293.352,440.700,394.782,824.656,652.128,1.010.689,463.091,838.066,424.220,977.787,267.347,414.107,292.946,352.900,365.385,505.481,720.693,763.551,797.288,810.727,607.626,919.569
135,135,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"OSSOS, OSSE�NAS, CARAPA�AS E FARINHAS DE CARNE E MIUDEZAS","FARINHAS DE CARNE, EXTRATOS E MIUDEZAS",15.519.817,9.494.727,15.202.666,9.922.411,15.326.994,9.505.562,15.630.078,9.889.188,19.032.092,11.511.570,15.756.565,9.554.657,19.262.536,11.932.612,15.985.209,12.435.063,15.357.146,10.126.097,13.918.861,8.860.643,14.874.708,11.573.818,14.610.085,10.564.474
136,136,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"OSSOS, OSSE�NAS, CARAPA�AS E FARINHAS DE CARNE E MIUDEZAS",OSSOS E OSSE�NA,949.771,595.071,826.778,451.429,1.053.520,656.044,766.505,492.779,1.077.924,544.404,862.309,423.453,1.187.236,618.698,1.088.560,606.052,819.296,413.670,1.225.589,719.490,1.258.252,709.601,938.765,522.711
137,137,DEMAIS PRODUTOS DE ORIGEM ANIMAL,OUTROS PRODUTOS DE ORIGEM ANIMAL,OUTROS PRODUTOS DE ORIGEM ANIMAL,5.761.575,11.860.623,8.407.990,15.018.262,7.189.667,17.368.272,7.183.606,14.969.528,7.309.795,16.192.344,7.250.188,15.120.798,8.574.288,18.442.629,6.791.501,14.459.859,8.394.812,17.486.504,7.496.538,15.480.496,7.574.696,19.160.333,7.595.596,18.541.480
138,138,DEMAIS PRODUTOS DE ORIGEM ANIMAL,OVOS E GEMAS,GEMAS DE OVOS,24.223,44.614,47.269,157.941,26.987,45.783,46.670,86.154,24.738,118.537,22.665,42.501,26.821,58.901,24.297,45.004,3.656,13.214,4.756,16.711,45.597,81.235,8.295,39.221
139,139,DEMAIS PRODUTOS DE ORIGEM ANIMAL,OVOS E GEMAS,OVOS,1.918.163,5.655.276,1.513.832,5.343.137,1.510.602,5.565.806,550.637,1.727.461,762.850,2.736.520,676.218,2.591.465,747.139,3.005.822,880.733,3.330.052,915.169,3.780.405,1.048.917,3.335.763,2.053.590,4.431.889,2.256.601,5.665.355
140,140,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"PENAS, PELES, CERDAS E P�LOS ANIMAIS",CERDAS E P�LOS DE ANIMAIS,17.140,69.778,36.249,210.831,26.635,129.163,26.880,80.640,29.267,133.518,42.633,158.081,25.513,167.294,31.190,141.935,54.284,287.558,72.544,272.810,186,83.531,26.215,181.885
141,141,DEMAIS PRODUTOS DE ORIGEM ANIMAL,"PENAS, PELES, CERDAS E P�LOS ANIMAIS",PENAS E PELES DE AVES,1.550.950,451.831,982.130,285.649,1.006.837,286.083,1.281.461,322.368,1.785.281,376.118,708.330,117.058,959.185,216.119,1.281.331,301.183,1.041.655,205.391,733.723,114.514,676.653,102.967,950.527,297.711
142,142,DEMAIS PRODUTOS DE ORIGEM ANIMAL,PRODUTOS ANIMAIS PARA PREPARA��ES DE PRODUTOS FARMACEUT.,SUBST�NCIAS ANIMAIS  PARA PREPARA��ES FARMACEUT.,80.335,4.921.239,180.826,6.307.554,104.997,4.697.274,82.569,3.160.526,150.106,10.458.117,71.323,9.087.965,141.125,7.806.338,201.206,6.809.863,177.536,10.670.177,142.083,9.175.583,263.849,8.013.082,181.907,6.527.971
143,143,DEMAIS PRODUTOS DE ORIGEM ANIMAL,SEMEN E EMBRI�ES,S�MEN DE BOVINO,12,26.980,8,142.793,10,150.226,2,5.766,0,11.973,18,377.697,34,248.579,74,249.100,38,345.659,21,162.863,43,306.672,56,513.403
144,144,DEMAIS PRODUTOS DE ORIGEM ANIMAL,SEMEN E EMBRI�ES,S�MEN E EMBRI�ES DE OUTROS ANIMAIS,,,,,1,78.150,0,56.205,10,10.664,3,18.800,1,5.500,,,,,1,207.953,0,1.500,3,257.715
145,145,DEMAIS PRODUTOS DE ORIGEM VEGETAL,DEMAIS �LCOOIS,DEMAIS �LCOOIS,238.248,449.741,326.650,674.172,366.960,793.488,291.306,611.684,328.712,681.016,266.000,474.058,424.248,712.780,278.000,542.519,336.906,658.676,317.310,577.784,223.950,291.485,195.400,302.696
146,146,DEMAIS PRODUTOS DE ORIGEM VEGETAL,ENZIMAS E SEUS CONCENTRADOS,ENZIMAS E SEUS CONCENTRADOS,460.445,4.336.786,339.009,2.897.238,546.159,4.329.280,435.563,3.957.261,396.143,3.930.441,300.456,2.815.018,376.187,3.682.501,442.968,3.997.039,388.570,3.024.304,506.251,4.672.827,434.945,4.257.876,365.593,3.616.913
147,147,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS",2.291.673,3.731.499,1.998.420,3.354.844,2.536.048,4.251.082,1.912.843,3.120.548,1.285.850,2.123.502,1.274.736,2.216.808,2.099.958,3.464.997,2.505.704,4.108.476,2.044.245,3.354.118,2.530.072,3.919.548,3.002.197,4.648.220,2.680.885,4.495.497
148,148,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.",MATERIAS CORANTES DE ORIGEM VEGETAL,43.893,333.782,69.957,458.250,61.961,468.846,36.482,300.031,61.296,409.654,102.009,680.223,25.700,219.907,67.537,515.476,67.594,448.922,73.481,398.498,53.509,376.239,71.599,385.796
149,149,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"GOMAS, RESINAS E DEMAIS SUCOS E EXTRATOS VEGETAIS",GOMAS E RESINAS,2.421.835,2.112.763,2.929.220,2.283.023,2.177.460,1.816.172,3.188.177,2.440.213,3.638.005,2.892.092,3.095.871,2.132.337,3.784.974,2.668.980,3.262.458,2.236.963,1.814.243,1.312.008,2.267.524,1.560.261,2.228.668,1.550.814,2.674.047,2.008.780
150,150,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"GOMAS, RESINAS E DEMAIS SUCOS E EXTRATOS VEGETAIS","MAT�RIAS P�CTICAS, PECTINATOS E PECTATOS",110,1.221,4,146,4,144,100,1.144,,,,,100,1.136,,,10,152,2.710,37.443,,,100,1.136
151,151,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"GOMAS, RESINAS E DEMAIS SUCOS E EXTRATOS VEGETAIS",PRODUTOS MUCILAGINOSOS E ESPESSANTES,3.110,18.465,1.211,10.954,7.125,37.032,8.323,30.655,4.050,18.710,13.166,70.717,2.642,34.197,17.073,82.280,1.745,9.081,4.019,22.042,36.133,109.019,5.480,51.897
152,152,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"GOMAS, RESINAS E DEMAIS SUCOS E EXTRATOS VEGETAIS",SUCOS E EXTRATOS VEGETAIS,567.035,6.228.235,1.074.960,10.267.182,1.303.427,12.072.805,1.120.566,7.308.315,1.162.219,10.443.551,1.292.175,6.352.913,5.715.069,12.679.191,1.233.015,7.261.603,1.224.791,9.646.058,1.065.976,6.616.501,1.200.416,6.347.876,1.334.382,8.694.285
153,153,DEMAIS PRODUTOS DE ORIGEM VEGETAL,OLEOS ESSENCIAIS,DEMAIS OLEOS ESSENCIAIS,3.119.976,8.931.443,4.545.443,10.922.443,3.408.066,8.528.785,2.243.957,8.675.096,3.169.742,9.425.196,2.402.846,8.077.235,1.046.492,5.178.606,2.196.594,8.927.716,1.311.497,5.578.971,2.824.286,10.871.280,2.364.348,11.654.719,3.154.899,14.318.709
154,154,DEMAIS PRODUTOS DE ORIGEM VEGETAL,OLEOS ESSENCIAIS,OLEO ESSENCIAL DE LARANJA,3.522.896,14.982.049,3.567.236,13.770.529,3.246.947,13.952.658,3.563.716,15.141.140,4.155.650,18.529.134,2.248.886,10.783.578,1.476.893,7.935.300,1.715.181,8.040.994,1.765.367,8.497.071,2.674.350,13.001.568,3.183.344,15.381.139,3.644.901,19.085.058
155,155,DEMAIS PRODUTOS DE ORIGEM VEGETAL,OUTROS PRODUTOS DE ORIGEM VEGETAL,OUTROS PRODUTOS DE ORIGEM VEGETAL,15.685.855,21.989.579,13.722.714,22.393.930,12.541.835,18.415.358,11.459.661,19.742.187,53.826.513,26.978.280,12.864.613,17.726.302,9.643.246,14.162.702,20.932.586,18.379.710,23.578.983,18.581.643,17.152.381,20.745.547,76.204.070,27.302.650,52.518.336,26.332.958
156,156,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"PLANTAS E PARTES PARA IND�STRIA, MEDICINA OU PERFUMARIA",CONES DE L�PULO E LUPULINA,90,2.777,340,11.101,560,20.794,,,,,,,192,35.675,680,26.109,,,58,1.282,,,,
157,157,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"PLANTAS E PARTES PARA IND�STRIA, MEDICINA OU PERFUMARIA",PLANTAS PARA MEDICINA OU PERFUMARIA,47.693,287.427,132.137,981.191,178.942,1.223.577,117.972,821.304,191.194,1.145.476,148.413,830.768,53.860,281.153,149.924,976.633,135.188,921.358,118.747,680.336,142.960,840.946,107.583,688.601
158,158,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"PRODUTOS DIVERSOS DA IND�STRIA QU�MICA, DE ORIGEM VEGETAL","COLOFONIAS, �CIDOS RES�NICOS E SEUS DERIVADOS",6.775.928,6.252.331,9.810.215,9.066.405,11.457.590,10.507.511,12.551.049,11.048.818,11.406.060,9.931.878,11.435.950,9.834.581,10.898.231,9.199.721,7.564.707,6.666.266,7.523.386,6.326.272,9.452.678,7.973.251,7.042.335,6.184.211,10.600.806,10.404.767
159,159,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"PRODUTOS DIVERSOS DA IND�STRIA QU�MICA, DE ORIGEM VEGETAL","DEMAIS PRODUTOS DA IND�STRIA QU�MICA , DE ORIGEM VEGETAL",5.399,119.198,2.270,5.451,14.295,134.086,250,183,49.214,33.720,16.967,120.663,1.367,4.406,4.693,7.812,22.117,139.472,20.393,21.274,7.019,15.673,6.106,7.862
160,160,DEMAIS PRODUTOS DE ORIGEM VEGETAL,"PRODUTOS DIVERSOS DA IND�STRIA QU�MICA, DE ORIGEM VEGETAL",ESS�NCIAS DERIVADAS DE MADEIRA,2.336.629,4.492.098,2.172.918,4.170.374,2.996.235,5.641.778,2.855.312,5.209.333,3.946.853,7.131.485,2.690.870,4.774.622,3.300.640,5.901.368,2.484.791,4.531.972,2.473.385,4.550.695,2.352.508,4.318.480,2.442.173,4.744.774,2.990.520,6.414.939
161,161,DEMAIS PRODUTOS DE ORIGEM VEGETAL,SEMENTES,DEMAIS SEMENTES,401.804,2.232.207,1.243.981,5.675.882,1.613.956,6.761.811,1.112.182,5.706.123,667.369,3.244.926,706.117,3.593.579,606.959,2.466.109,817.097,2.749.157,1.206.128,4.356.522,1.246.866,4.590.070,995.312,4.182.528,898.907,3.908.855
